"Tarih,""Þimdi"",""Açýlýþ"",""Yüksek"",""Düþük"",""Fark %"""
"29.03.2020,""6,7310"",""6,4549"",""6,7517"",""6,4433"",""4,28%"""
"22.03.2020,""6,4550"",""6,5528"",""6,6185"",""6,3773"",""-1,49%"""
"15.03.2020,""6,5525"",""6,3320"",""6,5665"",""6,2775"",""3,48%"""
"08.03.2020,""6,3321"",""6,0919"",""6,3392"",""6,0833"",""3,94%"""
"01.03.2020,""6,0919"",""6,2443"",""6,2605"",""6,0288"",""-2,42%"""
"23.02.2020,""6,2427"",""6,0979"",""6,2605"",""6,0660"",""2,40%"""
"16.02.2020,""6,0964"",""6,0551"",""6,1289"",""6,0340"",""0,76%"""
"09.02.2020,""6,0505"",""6,0159"",""6,0683"",""5,9715"",""0,59%"""
"02.02.2020,""6,0153"",""5,9819"",""6,0476"",""5,9560"",""0,55%"""
"26.01.2020,""5,9822"",""5,9392"",""5,9876"",""5,9250"",""0,73%"""
"19.01.2020,""5,9391"",""5,8790"",""5,9478"",""5,8790"",""0,82%"""
"12.01.2020,""5,8908"",""5,8785"",""5,9106"",""5,8310"",""0,22%"""
"05.01.2020,""5,8777"",""5,9722"",""5,9881"",""5,8535"",""-1,58%"""
"29.12.2019,""5,9723"",""5,9493"",""5,9785"",""5,9320"",""0,37%"""
"22.12.2019,""5,9502"",""5,9388"",""5,9604"",""5,9130"",""0,17%"""
"15.12.2019,""5,9400"",""5,8115"",""5,9482"",""5,8028"",""2,27%"""
"08.12.2019,""5,8082"",""5,7758"",""5,8264"",""5,7570"",""0,55%"""
"01.12.2019,""5,7766"",""5,7465"",""5,7898"",""5,7230"",""0,52%"""
"24.11.2019,""5,7470"",""5,7173"",""5,7914"",""5,6960"",""0,59%"""
"17.11.2019,""5,7132"",""5,7434"",""5,7535"",""5,6790"",""-0,56%"""
"10.11.2019,""5,7453"",""5,7671"",""5,7947"",""5,7280"",""-0,37%"""
"03.11.2019,""5,7668"",""5,7065"",""5,7713"",""5,6750"",""0,95%"""
"27.10.2019,""5,7124"",""5,7871"",""5,7889"",""5,7042"",""-1,08%"""
"20.10.2019,""5,7748"",""5,7920"",""5,8669"",""5,7215"",""-0,30%"""
"13.10.2019,""5,7919"",""5,8852"",""5,9383"",""5,7435"",""-1,59%"""
"06.10.2019,""5,8853"",""5,7056"",""5,8996"",""5,6950"",""3,32%"""
"29.09.2019,""5,6962"",""5,6708"",""5,7577"",""5,6280"",""0,45%"""
"22.09.2019,""5,6708"",""5,7415"",""5,7438"",""5,6390"",""-1,27%"""
"15.09.2019,""5,7439"",""5,6858"",""5,7494"",""5,6490"",""1,02%"""
"08.09.2019,""5,6861"",""5,7126"",""5,7923"",""5,6440"",""-0,51%"""
"01.09.2019,""5,7155"",""5,8316"",""5,8405"",""5,6390"",""-1,97%"""
"25.08.2019,""5,8306"",""5,7612"",""5,8587"",""5,7606"",""1,23%"""
"18.08.2019,""5,7599"",""5,5792"",""5,7899"",""5,5540"",""3,25%"""
"11.08.2019,""5,5785"",""5,4914"",""5,6352"",""5,4861"",""1,58%"""
"04.08.2019,""5,4917"",""5,5600"",""5,6185"",""5,4420"",""-1,22%"""
"28.07.2019,""5,5597"",""5,6718"",""5,6718"",""5,5040"",""-1,98%"""
"21.07.2019,""5,6718"",""5,6393"",""5,7680"",""5,6000"",""0,30%"""
"14.07.2019,""5,6551"",""5,7208"",""5,7343"",""5,6080"",""-1,13%"""
"07.07.2019,""5,7200"",""5,6404"",""5,8049"",""5,6403"",""1,62%"""
"30.06.2019,""5,6288"",""5,7920"",""5,7920"",""5,5725"",""-2,82%"""
"23.06.2019,""5,7921"",""5,8251"",""5,8341"",""5,7013"",""-0,50%"""
"16.06.2019,""5,8214"",""5,8990"",""5,9270"",""5,7190"",""-1,36%"""
"09.06.2019,""5,9015"",""5,8324"",""5,9329"",""5,7435"",""1,21%"""
"02.06.2019,""5,8310"",""5,8399"",""5,8932"",""5,6641"",""-0,12%"""
"26.05.2019,""5,8382"",""6,0844"",""6,1010"",""5,8090"",""-4,02%"""
"19.05.2019,""6,0825"",""6,0558"",""6,1520"",""5,9910"",""0,45%"""
"12.05.2019,""6,0550"",""6,0032"",""6,1315"",""5,9540"",""1,17%"""
"05.05.2019,""5,9851"",""5,9723"",""6,2539"",""5,9600"",""0,34%"""
"28.04.2019,""5,9648"",""5,9425"",""5,9953"",""5,9212"",""0,45%"""
"21.04.2019,""5,9382"",""5,8112"",""5,9796"",""5,8040"",""2,19%"""
"14.04.2019,""5,8112"",""5,7643"",""5,8480"",""5,6910"",""0,73%"""
"07.04.2019,""5,7693"",""5,6261"",""5,8235"",""5,6111"",""2,54%"""
"31.03.2019,""5,6262"",""5,5565"",""5,7040"",""5,4085"",""1,27%"""
"24.03.2019,""5,5555"",""5,7771"",""5,7866"",""5,2830"",""-3,60%"""
"17.03.2019,""5,7627"",""5,4466"",""5,8450"",""5,4062"",""5,80%"""
"10.03.2019,""5,4467"",""5,4270"",""5,4802"",""5,4205"",""0,30%"""
"03.03.2019,""5,4303"",""5,3778"",""5,4917"",""5,3602"",""1,04%"""
"24.02.2019,""5,3742"",""5,3188"",""5,4054"",""5,2790"",""1,05%"""
"17.02.2019,""5,3186"",""5,2757"",""5,3428"",""5,2702"",""0,90%"""
"10.02.2019,""5,2714"",""5,2471"",""5,3236"",""5,2310"",""0,46%"""
"03.02.2019,""5,2474"",""5,2010"",""5,2945"",""5,1740"",""0,75%"""
"27.01.2019,""5,2084"",""5,2585"",""5,3629"",""5,1560"",""-1,15%"""
"20.01.2019,""5,2688"",""5,3242"",""5,3664"",""5,2428"",""-1,12%"""
"13.01.2019,""5,3283"",""5,4530"",""5,5434"",""5,3152"",""-2,32%"""
"06.01.2019,""5,4550"",""5,3350"",""5,5476"",""5,3158"",""2,32%"""
"30.12.2018,""5,3311"",""5,2725"",""5,8300"",""5,2530"",""1,11%"""
"23.12.2018,""5,2725"",""5,3155"",""5,3379"",""5,2430"",""-0,86%"""
"16.12.2018,""5,3181"",""5,3639"",""5,3973"",""5,1950"",""-0,85%"""
"09.12.2018,""5,3635"",""5,2957"",""5,4219"",""5,2630"",""1,14%"""
"02.12.2018,""5,3029"",""5,2128"",""5,4542"",""5,1370"",""1,73%"""
"25.11.2018,""5,2128"",""5,2877"",""5,3009"",""5,1220"",""-1,41%"""
"18.11.2018,""5,2875"",""5,3347"",""5,4387"",""5,2520"",""-0,83%"""
"11.11.2018,""5,3318"",""5,4606"",""5,5299"",""5,3024"",""-2,36%"""
"04.11.2018,""5,4606"",""5,4296"",""5,5421"",""5,2940"",""0,57%"""
"28.10.2018,""5,4296"",""5,5929"",""5,6492"",""5,3980"",""-2,92%"""
"21.10.2018,""5,5929"",""5,6486"",""5,8690"",""5,5626"",""-0,88%"""
"14.10.2018,""5,6425"",""5,8664"",""5,9017"",""5,5083"",""-3,91%"""
"07.10.2018,""5,8721"",""6,1343"",""6,1910"",""5,8068"",""-4,26%"""
"30.09.2018,""6,1333"",""6,0580"",""6,2283"",""5,8780"",""1,28%"""
"23.09.2018,""6,0560"",""6,2384"",""6,3323"",""5,9320"",""-3,78%"""
"16.09.2018,""6,2937"",""6,1819"",""6,4659"",""6,1050"",""2,00%"""
"09.09.2018,""6,1703"",""6,3860"",""6,5514"",""5,9820"",""-3,54%"""
"02.09.2018,""6,3970"",""6,5429"",""6,7454"",""6,3615"",""-2,16%"""
"26.08.2018,""6,5380"",""6,0248"",""6,8470"",""5,9819"",""8,84%"""
"19.08.2018,""6,0068"",""6,0290"",""6,2010"",""5,9530"",""-0,12%"""
"12.08.2018,""6,0140"",""6,4138"",""7,2169"",""5,6665"",""-6,43%"""
"05.08.2018,""6,4275"",""5,0796"",""6,8020"",""5,0796"",""26,49%"""
"29.07.2018,""5,0815"",""4,8446"",""5,1135"",""4,8394"",""4,71%"""
"22.07.2018,""4,8529"",""4,7939"",""4,9383"",""4,7305"",""1,26%"""
"15.07.2018,""4,7927"",""4,8435"",""4,8680"",""4,7610"",""-1,29%"""
"08.07.2018,""4,8552"",""4,5694"",""4,9721"",""4,5060"",""6,23%"""
"01.07.2018,""4,5704"",""4,5895"",""4,7254"",""4,5684"",""-0,37%"""
"24.06.2018,""4,5872"",""4,6580"",""4,7229"",""4,5330"",""-1,93%"""
"17.06.2018,""4,6773"",""4,7272"",""4,7753"",""4,6585"",""-1,12%"""
"10.06.2018,""4,7301"",""4,4754"",""4,7602"",""4,4590"",""5,72%"""
"03.06.2018,""4,4740"",""4,6495"",""4,6791"",""4,4510"",""-3,80%"""
"27.05.2018,""4,6508"",""4,7090"",""4,7174"",""4,4410"",""-1,22%"""
"20.05.2018,""4,7081"",""4,4912"",""4,9241"",""4,4874"",""4,82%"""
"13.05.2018,""4,4917"",""4,3137"",""4,5060"",""4,2998"",""4,13%"""
"06.05.2018,""4,3136"",""4,2260"",""4,3746"",""4,2197"",""2,07%"""
"29.04.2018,""4,2260"",""4,0461"",""4,2921"",""4,0265"",""4,55%"""
"22.04.2018,""4,0422"",""4,0763"",""4,1144"",""4,0295"",""-0,84%"""
"15.04.2018,""4,0766"",""4,0960"",""4,1266"",""4,0035"",""-0,50%"""
"08.04.2018,""4,0969"",""4,0410"",""4,1930"",""4,0315"",""1,29%"""
"01.04.2018,""4,0449"",""3,9553"",""4,0680"",""3,9507"",""2,27%"""
"25.03.2018,""3,9552"",""3,9803"",""4,0163"",""3,9325"",""-0,68%"""
"18.03.2018,""3,9824"",""3,9105"",""4,0356"",""3,8960"",""1,60%"""
"11.03.2018,""3,9196"",""3,8090"",""3,9266"",""3,8025"",""2,85%"""
"04.03.2018,""3,8111"",""3,8074"",""3,8296"",""3,7827"",""0,11%"""
"25.02.2018,""3,8071"",""3,7870"",""3,8252"",""3,7720"",""0,44%"""
"18.02.2018,""3,7905"",""3,7478"",""3,8145"",""3,7431"",""1,15%"""
"11.02.2018,""3,7474"",""3,8194"",""3,8275"",""3,7345"",""-1,97%"""
"04.02.2018,""3,8226"",""3,7688"",""3,8456"",""3,7525"",""1,30%"""
"28.01.2018,""3,7734"",""3,7559"",""3,8020"",""3,7279"",""0,50%"""
